ID_REF	GSM3722267	GSM3722268	GSM3722269	GSM3722270	GSM3722271	GSM3722272	GSM3722273	GSM3722274	GSM3722275	GSM3722276	GSM3722277	GSM3722278
FOSL1	20.0	20.0	23.5	86.99	53.42	60.94	22.48	37.57	23.2	53.51	37.05	81.94
FPR1	39.17	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
FPR2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	26.3	20.0
FPR3	573.89	453.79	365.61	33.35	57.87	206.95	44.95	92.15	63.79	20.0	59.76	20.0
FSCN1	126.02	78.47	43.23	323.32	396.18	297.73	150.92	190.55	301.56	201.12	303.6	225.7
FURIN	296.31	262.72	279.14	540.79	369.0	244.41	492.0	266.6	309.85	1295.31	1430.74	1748.1
FUT4	112.39	126.24	103.38	82.64	109.06	97.76	107.04	148.51	115.16	104.25	109.97	150.95
FYN	3402.45	5366.95	2852.47	3937.79	5219.36	5124.91	5236.18	5093.94	4667.62	2400.57	3822.48	2675.33
FZD4	20.0	20.0	22.56	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
FZD6	35.76	20.0	64.85	43.5	58.98	57.13	42.81	35.78	53.02	62.74	25.1	82.66
FZD9	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
GADD45B	674.36	477.67	469.93	1181.63	1131.79	1941.92	1579.85	1346.4	1237.74	1047.14	999.25	1784.03
GATA1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
GATA2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
GATA3	618.16	706.27	968.06	566.89	637.67	749.09	1139.93	620.86	1162.35	376.42	479.3	752.57
GATA6	20.0	20.0	20.0	20.0	20.0	20.0	25.69	20.0	20.0	20.0	20.0	20.0
GCH1	400.19	423.08	529.14	864.11	639.9	744.64	580.13	447.31	641.24	1982.64	1861.04	2929.07
GEM	49.38	71.65	35.71	95.69	72.34	96.49	84.56	67.99	152.44	188.21	44.23	127.94
GLG1	1546.26	1897.03	1657.91	1403.46	1184.09	1402.95	1533.82	1473.43	1414.2	1111.72	1452.26	1172.35
GNAI3	398.48	525.44	486.85	494.4	546.42	481.83	505.21	389.16	565.02	627.36	714.77	731.01
GPR183	584.1	443.55	415.42	1165.68	862.47	1126.17	1200.94	670.07	1213.71	327.52	541.46	700.1
GPR65	328.66	382.13	151.32	392.91	356.12	350.42	356.43	426.73	282.51	445.61	524.72	230.01
GRN	853.17	696.03	580.83	224.73	247.06	406.92	149.85	186.08	183.92	213.12	206.78	184.73
GSN	512.58	412.84	297.94	136.29	112.4	339.63	199.09	136.88	221.2	143.0	152.99	117.88
GTF2H2	490.44	921.22	703.01	432.06	746.74	684.97	345.73	838.25	560.05	703.01	1259.82	690.04
GZMA	4405.47	8447.91	3797.97	5015.03	5155.93	5672.76	3380.18	4490.97	2775.39	30683.41	19763.83	26961.06
HAVCR1	97.07	180.83	77.07	253.72	116.85	85.7	509.49	286.28	249.37	256.48	540.26	306.92
HAVCR2	335.48	457.2	283.84	1323.71	1080.6	1362.96	1068.22	939.35	787.88	2607.23	3119.66	3529.97
HBEGF	20.0	20.0	20.0	34.8	20.0	31.11	20.0	23.26	20.0	71.04	20.0	33.06
HDAC5	231.6	218.36	272.56	189.93	196.98	234.88	314.68	233.49	313.99	54.43	90.84	67.57
HDAC6	236.71	197.89	161.66	115.99	135.77	150.45	150.92	195.03	136.7	142.08	130.28	136.57
HDC	20.0	20.0	20.0	69.59	89.03	45.07	23.55	40.26	20.0	20.0	20.0	20.0
HES1	20.0	20.0	20.0	86.99	89.03	64.75	28.9	151.19	26.51	31.37	20.0	20.0
HGF	39.17	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
HIF1A	2145.69	3159.44	1500.96	3482.54	3223.98	3363.92	4250.38	2901.24	2411.69	4910.01	6923.02	5022.9
HIP1R	228.19	170.6	234.96	160.93	138.0	137.12	137.01	124.35	135.04	115.32	95.62	83.38
HIST1H1C	8492.49	3660.99	4511.33	8675.91	6419.03	8188.55	7803.97	8031.86	3784.47	5704.36	2665.46	2418.73
HIST2H2AA3	931.5	419.67	813.92	1254.12	1564.69	1338.2	1222.35	1637.15	835.93	940.12	445.84	1054.46
HIVEP1	315.04	242.25	275.38	524.85	346.1	399.94	557.66	367.69	740.66	333.98	395.64	534.06
HLA-DMA	633.49	365.08	472.75	201.53	208.11	413.27	235.48	322.06	264.28	176.21	178.1	174.67
HLA-DQB1	134.53	112.59	245.3	123.24	60.09	431.68	97.4	78.73	160.72	53.51	69.33	160.29
HMGB1	509.17	706.27	805.46	562.54	628.77	613.87	530.9	509.93	531.88	291.54	364.56	400.37
HNF1B	90.26	81.89	21.62	40.6	20.0	20.0	33.18	34.89	20.0	41.52	25.1	20.0
HOXD4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
HPGD	34.06	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
HPGDS	20.0	20.0	20.0	20.0	20.0	20.0	20.0	28.63	20.0	20.0	20.0	20.0
HRAS	105.58	88.71	121.24	160.93	119.08	163.78	80.28	129.72	112.67	131.01	109.97	146.63
HSPG2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
ICAM1	190.73	143.3	144.74	343.61	314.94	764.96	453.83	271.07	454.83	675.33	813.98	826.61
ICOS	112.39	191.07	106.2	162.38	208.11	163.15	116.67	190.55	122.61	162.38	512.77	120.04
ICOSLG	81.74	68.24	70.49	117.44	101.27	139.66	80.28	93.93	131.73	42.44	45.42	43.85
ID1	47.68	20.0	31.02	57.99	106.84	60.31	31.04	300.59	23.2	24.91	20.0	20.0
ID2	1004.73	1392.06	1053.58	1358.51	1396.65	2531.67	1904.16	1482.38	1294.9	2133.94	2675.02	2049.99
ID3	61.31	71.65	20.0	29.0	20.0	20.0	32.11	29.52	20.0	25.83	40.64	20.0
IDO1	192.43	191.07	97.75	188.48	763.43	1389.62	197.0	373.95	555.91	2954.12	2337.95	1605.06
IDO2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
IER3	357.61	481.08	156.02	250.82	225.91	218.38	181.96	288.07	151.61	226.96	279.69	217.79
IFIT1	71.52	88.71	24.44	144.99	27.82	23.49	71.71	32.21	29.0	511.11	60.96	447.09
IFNA2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
IFNG	153.26	177.42	65.79	1010.55	396.18	1976.83	781.36	128.82	335.53	106518.25	16516.28	89393.66
IFNGR1	1975.39	1743.49	1268.81	2102.28	1876.3	1343.92	2846.08	1871.54	1795.3	1358.97	2186.15	1094.72
IGF1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.3	20.0	20.0
IGF2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
IKBKE	287.79	187.66	152.26	140.64	183.62	158.71	127.37	154.77	109.36	196.51	193.63	101.35
IKZF1	2283.62	2139.27	2520.7	1599.19	1838.46	2145.06	1793.92	2295.58	1776.25	1492.75	1966.22	2019.8
IL10	20.0	20.0	24.44	20.0	20.0	20.0	20.0	20.0	20.0	57.2	103.99	26.6
IL10RA	2637.83	2163.16	2693.64	1613.68	1172.96	2428.82	1253.39	1411.7	1390.18	1272.25	1564.61	1434.7
IL12A	63.01	92.12	25.38	43.5	20.0	20.0	46.03	27.73	29.0	31.37	28.69	32.35
IL12B	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	115.32	119.53	165.32
IL15	103.88	109.18	46.99	65.24	45.63	69.83	44.95	77.83	47.22	102.41	155.39	136.57
IL15RA	20.0	20.0	20.0	46.4	22.26	27.93	20.0	30.42	20.0	62.74	46.62	62.53
IL17RA	451.28	460.61	390.98	262.42	346.1	349.79	214.07	352.48	249.37	318.29	432.69	405.4
IL18	107.28	92.12	87.41	72.49	36.72	64.12	61.01	42.94	53.02	66.43	43.03	58.22
IL18R1	674.36	719.92	483.09	587.19	852.46	903.35	734.26	885.67	791.19	1037.91	946.66	1303.16
IL1A	35.76	20.0	23.5	200.08	54.53	131.41	77.07	42.94	96.93	463.14	683.7	341.42
IL1B	219.68	279.78	187.03	1214.97	302.7	646.88	525.54	311.33	627.98	4045.55	4957.99	3537.88
IL1R1	35.76	20.0	23.5	39.15	28.93	45.07	43.88	34.89	34.8	26.76	32.27	30.19
IL1RL1	20.0	20.0	20.0	20.0	20.0	20.0	22.48	20.58	20.0	47.97	69.33	94.16
IL1RN	68.12	85.3	20.0	140.64	20.0	60.31	35.32	20.0	31.48	76.57	50.2	62.53
IL2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	30.42	20.0	20.0	20.0	20.0
IL21R	294.61	197.89	421.06	600.24	289.35	925.57	440.99	229.92	736.51	267.55	160.17	265.95
IL22	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	361.65	600.03	173.23
IL23A	45.98	20.0	20.0	65.24	56.76	44.44	115.6	87.67	68.76	192.82	384.88	166.04
IL25	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
IL27	66.41	20.0	20.0	31.9	20.0	20.0	22.48	23.26	20.0	31.37	31.08	20.0
IL27RA	214.57	177.42	195.49	216.03	206.99	282.5	177.68	183.4	328.08	339.51	418.35	406.83
IL3	56.2	98.95	23.5	44.95	45.63	203.14	34.25	44.73	42.25	50.74	58.57	43.13
IL33	86.85	105.77	27.26	40.6	20.0	23.49	35.32	48.31	22.37	40.59	45.42	22.28
IL3RA	71.52	20.0	61.09	46.4	62.32	133.95	82.42	71.57	116.81	214.96	139.85	186.17
IL4	45.98	20.0	20.68	29.0	22.26	20.0	32.11	31.31	20.0	29.52	41.83	20.0
IL4I1	166.89	150.12	68.61	287.07	206.99	382.8	203.37	177.13	166.52	164.22	349.02	161.73
IL4R	272.47	160.36	249.06	592.99	286.01	829.08	604.75	283.59	629.64	543.4	444.64	563.53
IL5	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	23.99	20.0	20.0
IL5RA	20.0	20.0	20.0	20.0	20.0	25.39	20.0	20.0	33.97	20.0	20.0	20.0
IL6	20.0	20.0	20.0	69.59	20.0	68.56	34.25	20.58	34.8	914.28	1428.35	799.29
IL6R	127.72	98.95	62.97	79.74	38.95	69.83	54.59	26.84	47.22	76.57	49.01	57.5
IL9	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
INSIG1	1013.24	1016.75	1078.02	1751.42	2396.01	2904.3	1971.6	1413.49	1578.24	991.78	1025.54	1078.9
INSR	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
IRF1	1221.0	685.8	937.04	868.46	770.11	1056.34	1439.63	917.88	1120.92	1423.55	2057.06	1684.84
IRF2	706.71	760.86	581.77	619.09	568.0	712.9	482.0	650.39	471.4	704.86	831.91	745.38
IRF4	241.82	266.13	255.0	597.34	800.0	1436.6	932.28	721.95	957.71	592.3	1123.56	718.79
IRF5	221.38	116.01	121.24	78.29	80.1	150.45	139.15	84.99	154.92	180.83	143.43	140.88
IRF8	245.22	177.42	178.57	523.4	539.74	1183.31	609.03	269.28	606.44	860.77	990.88	985.46
ISG15	257.14	177.42	95.87	658.23	211.45	150.45	344.65	220.97	121.79	1810.12	545.04	1524.55
ITGA4	643.71	600.5	517.86	553.84	467.41	530.71	472.03	426.73	502.05	437.31	507.99	407.55
ITGA5	1180.13	1102.05	2720.89	864.11	953.73	1292.5	657.0	655.75	1596.47	622.75	649.03	1444.05
ITGAL	5864.88	3889.59	5282.95	3911.7	3075.97	3826.06	3459.39	3689.39	3841.63	5159.11	3631.24	5640.34
ITGAM	672.66	446.96	284.78	619.09	156.91	360.58	509.0	267.49	387.73	498.2	687.28	398.93
ITGAX	1541.15	665.32	660.72	1330.96	421.78	1180.13	1361.49	834.68	1076.19	1073.89	565.36	747.54
ITGB1	2898.38	2681.77	5049.86	2689.47	1642.6	4704.66	2917.79	2004.83	4578.14	2004.78	2444.33	2765.9
ITGB2	2719.57	1610.43	1206.78	1503.5	648.8	1173.78	1959.82	1069.07	1503.68	1765.83	1629.16	1081.06
ITGB7	733.96	371.9	544.18	498.75	269.31	442.47	348.94	399.89	445.72	1293.47	731.51	1147.19
JAG1	52.79	20.0	24.44	73.94	28.93	58.4	66.36	38.47	44.74	20.3	32.27	26.6
JAK3	275.87	249.07	226.51	233.43	350.55	441.84	289.0	372.16	312.33	548.02	799.64	668.47
JAML	2115.03	4411.61	1515.05	417.56	4195.52	1157.91	1026.47	5993.92	785.39	160.53	400.42	112.85
JUN	1561.58	252.48	937.04	1580.34	910.33	1357.88	987.94	995.71	656.15	651.35	302.4	920.77
KALRN	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	27.68	26.3	21.56
KCNAB1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
KIAA0101	34.06	20.0	21.62	78.29	105.72	59.04	34.25	43.84	26.51	66.43	25.1	28.03
KIF20A	20.0	20.0	20.0	20.0	34.5	23.49	20.0	52.78	20.0	20.0	20.0	20.0
KIT	134.53	105.77	151.32	20.0	66.77	119.98	57.8	118.98	139.18	59.05	49.01	61.82
KITLG	76.63	20.0	41.35	69.59	35.61	52.69	20.0	40.26	28.17	26.76	20.0	20.84
KLF10	364.43	201.3	1154.15	713.33	1174.08	1139.5	1830.31	750.58	2338.78	341.36	360.97	1981.7
KLK3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
KLRK1	6775.94	8492.27	5456.82	4587.33	4601.72	8877.97	6484.22	6123.64	5670.07	2818.5	3934.84	2880.91
KRBA1	20.0	20.0	20.0	29.0	20.0	20.0	20.0	22.37	20.0	20.0	20.0	20.0
LAG3	245.22	208.13	192.67	200.08	162.48	293.29	229.06	333.69	295.76	873.69	790.08	1837.23
LAMB2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
LAMB3	69.82	20.0	23.5	37.7	20.0	22.85	34.25	30.42	20.0	40.59	29.88	20.0
LAMP3	280.98	153.54	139.1	216.03	255.96	327.57	387.47	165.5	348.79	855.24	588.07	753.29
LAPTM5	6925.8	6325.7	8671.14	4729.41	6140.0	6510.72	4303.9	4982.11	4492.81	2168.08	3077.83	3238.86
LAT	606.24	416.25	698.32	420.46	538.63	546.58	331.0	436.57	382.75	384.72	522.33	421.21
LAT2	759.5	982.63	1277.27	729.27	481.87	872.88	716.07	374.84	934.52	1120.02	1317.19	1231.29
LDLR	49.38	20.0	42.29	60.89	48.97	42.53	65.29	36.68	50.54	232.49	197.22	240.08
LGALS3	2535.66	1214.64	1389.11	475.55	587.6	1136.33	489.15	766.69	518.62	786.04	784.1	626.07
LIF	20.0	20.0	20.0	105.84	112.4	210.13	41.74	71.57	74.56	2003.86	693.26	1104.06
LIPA	3887.78	1347.71	1577.08	416.11	550.87	1581.97	453.83	592.24	512.0	393.02	463.77	469.37
LOXL2	52.79	102.36	32.9	31.9	24.48	20.0	28.9	40.26	20.71	35.98	33.47	20.0
LPL	52.79	156.95	26.32	20.0	20.0	21.58	22.5	31.31	20.0	20.0	20.0	20.0
LRP5	42.57	20.0	20.0	20.0	28.93	20.95	20.0	37.57	20.0	23.99	20.0	20.0
LRP6	35.76	20.0	20.0	34.8	20.0	20.0	20.0	25.94	20.0	20.3	32.27	20.0
LST1	219.68	191.07	97.75	102.94	62.32	102.21	82.42	81.41	53.02	90.41	107.57	46.0
LTA	102.18	68.24	83.7	214.58	194.75	349.79	220.0	127.93	193.03	3978.2	4320.91	4273.2
LTA4H	1324.88	825.68	974.63	604.59	859.14	1040.47	780.0	902.67	885.64	480.67	736.29	470.09
LTB	257.14	552.73	160.72	446.55	780.12	796.07	280.43	1132.58	259.31	3230.9	9030.28	3254.68
LTB4R	172.0	78.47	139.1	107.29	115.74	123.16	99.5	134.19	79.53	68.27	64.54	73.32
LTB4R2	292.9	324.13	325.19	268.22	222.57	232.34	203.37	266.6	223.69	134.7	175.71	140.88
MAFF	132.83	116.01	115.6	216.03	125.75	213.3	218.35	85.88	225.34	219.58	236.66	288.95
MALT1	715.23	794.98	817.68	819.17	789.02	811.3	1007.21	765.79	1061.27	769.44	843.86	903.52
MAN2B1	389.97	191.07	290.42	218.93	185.85	359.31	223.7	272.86	246.06	206.66	225.91	227.14
MAP2K1	693.09	702.86	844.93	890.21	1021.61	1183.94	1316.54	1002.86	1169.8	925.36	1062.6	737.48
MAP2K2	694.79	569.79	646.62	549.49	634.34	663.39	591.91	683.49	598.16	500.96	558.19	531.19
MAP2K3	553.45	416.25	492.49	1087.39	682.19	1066.5	984.73	541.24	899.72	532.33	641.86	559.94
MAP2K4	301.42	313.9	388.16	265.32	269.31	330.11	371.41	279.12	410.92	259.25	338.26	345.74
MAP3K14	286.09	242.25	207.71	195.73	194.75	208.22	192.66	229.02	234.46	202.97	205.59	243.67
MAP3K4	514.28	474.26	577.07	629.24	534.18	402.48	603.68	503.67	512.82	379.18	345.43	302.61
MAPK11	47.68	20.0	20.0	36.25	75.68	75.54	23.55	109.14	43.91	59.97	60.96	54.63
MAPK12	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
MAPK13	328.66	242.25	244.36	173.98	119.08	270.43	362.85	259.44	323.1	143.92	209.17	163.88
MAPK14	1280.6	1142.99	1298.89	1213.53	967.08	1060.79	1464.25	1234.57	1423.32	882.92	896.45	840.98
MARCKSL1	166.89	81.89	120.3	582.84	744.51	436.12	174.47	291.64	218.72	146.69	143.43	190.48
MARCO	39.17	20.0	20.0	20.0	20.0	20.0	20.0	26.84	20.0	20.0	20.0	20.0
MERTK	240.11	129.65	220.87	20.0	20.0	20.0	29.97	20.58	20.0	20.0	20.0	20.0
MET	20.0	20.0	20.0	37.7	20.0	20.0	23.55	20.0	23.2	47.97	32.27	33.06
MIF	550.05	1074.75	472.75	2311.06	3607.92	2368.52	2912.44	3447.85	2639.52	1317.45	1828.77	1511.61
MMP1	37.46	20.0	21.62	30.45	35.61	21.58	70.64	27.73	84.5	59.05	27.49	124.35
MMP12	20.0	20.0	20.0	20.0	20.0	20.0	20.0	40.26	28.17	20.0	20.0	20.0
MMP13	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
MMP19	127.72	146.71	51.69	92.79	54.53	106.02	40.67	55.47	39.77	65.5	66.94	49.6
MMP8	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
MMP9	536.42	2043.74	119.36	39.15	102.38	327.57	174.47	283.59	312.33	108.87	511.58	80.5
MOK	47.68	20.0	24.44	46.4	20.0	20.0	32.11	20.0	42.25	32.29	31.08	37.38
MPEG1	873.6	709.68	427.64	91.34	86.8	217.74	52.45	54.57	38.11	59.05	75.3	35.94
MPO	20.0	75.06	21.62	20.0	20.0	20.0	20.0	20.0	20.0	20.3	28.69	20.0
MRC1	366.13	368.49	202.07	29.0	83.47	483.73	113.46	168.19	193.86	20.0	65.74	25.88
MRC2	20.0	20.0	20.0	29.0	80.13	62.85	20.0	104.67	20.71	28.6	20.0	20.0
MS4A1	126.02	85.3	93.99	30.45	35.61	103.48	85.63	31.31	45.57	117.17	57.37	76.91
MSC	66.41	78.47	52.63	52.19	52.3	84.43	58.87	91.25	62.96	118.09	178.1	140.16
MSH2	265.66	392.37	282.9	189.93	152.46	186.64	176.61	271.07	212.92	441.92	333.48	291.11
MX1	650.52	330.96	325.19	1635.43	478.53	429.14	617.6	351.58	257.66	6910.18	1503.65	5711.5
MX2	279.28	214.95	183.27	363.91	176.95	153.63	192.66	164.61	133.38	698.4	289.26	698.66
MYC	178.81	214.95	115.6	403.06	396.18	958.58	397.1	347.11	440.75	395.79	437.47	281.77
MYD88	524.5	487.9	586.47	462.5	434.02	548.49	315.76	432.1	387.73	638.43	684.89	786.36
MYH4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
MYOD1	63.01	20.0	20.0	44.95	20.0	20.0	26.76	23.26	20.0	40.59	37.05	25.16
NAMPT	890.63	460.61	443.61	1465.8	938.15	1867.01	1772.51	986.76	1504.51	1794.43	2184.96	1667.59
NCF2	580.7	361.66	288.54	117.44	62.32	278.69	131.65	166.4	164.04	366.27	234.27	258.05
NCOR1	2024.78	2135.86	2579.91	1609.33	1665.97	1703.22	1785.35	1750.76	1695.88	1564.71	1580.15	1333.35
NDC80	20.0	20.0	20.0	75.39	86.8	41.9	21.41	90.36	43.08	55.36	23.91	21.56
NDUFA7	407.0	392.37	392.86	463.95	582.03	457.71	320.04	357.85	336.36	405.94	378.9	408.99
NFATC1	202.65	170.6	148.5	192.83	191.41	232.34	253.67	221.86	186.41	135.62	141.04	102.07
NFATC2	2459.02	1995.97	2792.32	2386.45	1502.37	1538.81	1955.54	1505.64	1679.32	1369.12	1592.1	1728.69
NFIL3	330.37	829.1	283.84	1097.54	744.51	1008.1	1652.63	952.77	631.3	830.33	940.68	797.86
NFKB1	279.28	252.48	310.15	1164.23	697.77	1270.28	759.95	440.15	1019.85	759.29	830.71	817.98
NFKBIA	3986.55	1893.62	2849.65	9303.69	6166.41	14631.98	18698.05	4431.03	9576.32	9088.41	12787.03	10528.11
NFKBIE	427.43	259.31	366.55	439.3	339.43	516.74	702.15	470.57	536.02	524.95	558.19	626.78
NFKBIZ	674.36	402.61	322.37	1362.86	748.96	925.57	1826.03	590.45	697.57	1397.72	2510.07	784.92
NFYC	313.34	406.02	386.28	207.33	212.56	269.16	209.79	234.39	253.51	286.92	337.07	355.08
NGF	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	22.14	20.0	20.0
NKG7	13260.68	11750.65	13816.87	17390.96	9685.31	16088.26	19745.93	9295.95	11824.8	15148.88	14703.05	16838.36
NLRP3	71.52	20.0	68.61	102.94	54.53	79.35	53.52	66.2	64.62	33.21	100.4	40.97
NMB	95.36	95.53	38.53	130.49	111.29	80.62	67.43	152.98	65.45	50.74	96.82	56.07
NOD1	214.57	232.01	145.68	147.88	131.32	130.14	143.43	180.71	103.56	178.98	170.92	170.35
NOD2	95.36	85.3	62.97	130.49	67.89	46.98	84.56	73.36	57.99	86.72	62.15	64.69
NOS2	45.98	20.0	20.0	39.15	20.0	20.0	32.11	27.73	20.0	33.21	20.0	20.0
NOX1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
NOX3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
NOX4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	27.73	20.0	20.0	20.0	20.0
NR1H3	20.0	20.0	33.83	20.0	20.0	34.28	22.48	31.31	20.0	23.99	25.1	20.0
NR2F6	81.74	85.3	63.91	84.09	69.0	68.56	73.85	87.67	52.19	52.59	60.96	44.56
NR4A2	335.48	143.3	38.53	832.21	440.7	671.01	1523.12	214.71	581.59	145.77	204.39	128.66
NRIP3	42.57	20.0	20.0	69.59	20.0	20.0	68.5	20.0	49.71	27.68	20.0	30.19
OLR1	137.94	20.0	127.82	117.44	34.5	89.51	57.8	23.26	36.45	20.0	20.0	20.0
OSM	20.0	20.0	20.0	34.8	20.0	20.0	20.0	20.0	20.0	99.64	71.72	40.97
P2RX1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PBX1	44.28	20.0	21.62	20.0	20.0	20.0	33.18	20.58	20.0	20.0	20.0	20.0
PBX3	105.58	122.83	78.01	46.4	90.14	67.29	76.0	72.46	57.99	48.9	57.37	37.38
PDCD1	52.79	88.71	20.0	53.64	20.0	20.0	28.9	26.84	20.0	31.37	41.83	20.0
PDCD1LG2	20.0	20.0	20.0	20.0	20.0	36.82	20.0	20.0	20.0	20.0	41.83	28.03
PDE4A	156.67	221.77	166.36	310.27	190.3	315.51	284.71	189.66	367.84	632.89	729.12	411.87
PDGFA	20.0	20.0	20.0	20.0	20.0	20.95	22.48	22.37	49.71	29.52	20.0	23.0
PDGFB	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PDGFRA	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PDZK1IP1	20.0	20.0	20.0	20.0	20.0	20.0	22.48	20.0	20.0	20.0	20.0	20.0
PELI1	265.66	296.84	321.43	533.55	357.23	482.46	910.87	334.59	494.6	281.39	331.09	378.8
PF4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PFDN6	539.83	484.49	413.54	497.3	722.25	606.89	335.02	564.5	478.86	757.44	687.28	672.79
PGGT1B	451.28	320.72	519.74	332.02	344.99	342.8	435.63	351.58	414.24	371.8	384.88	416.18
PGLYRP1	37.46	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PHLDA2	35.76	20.0	20.0	20.0	20.0	22.85	32.11	20.58	29.83	27.68	29.88	23.72
PIK3CG	1748.9	1903.85	3062.06	1494.8	1296.49	1368.04	2046.52	1367.87	1938.63	1184.6	1410.42	1275.85
PIM2	442.76	388.96	294.18	1009.1	998.24	1399.78	1193.45	1221.15	777.94	1212.28	2600.91	1303.16
PLAU	165.18	102.36	510.34	115.99	178.06	215.84	124.16	109.14	371.16	320.14	65.74	539.81
PLAUR	105.58	85.3	81.77	124.69	64.55	97.13	81.35	104.67	78.7	126.39	182.88	115.73
PPARG	81.74	20.0	77.07	71.04	62.32	91.41	73.85	62.62	67.11	97.79	83.67	81.22
PRG2	20.0	20.0	20.0	20.0	20.0	40.63	57.8	28.63	38.11	20.0	20.0	20.0
PRG3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PRKCA	277.58	218.36	271.62	191.38	198.09	141.57	125.23	199.5	174.81	169.76	240.25	211.32
PRKCI	143.05	119.42	187.03	256.62	153.58	146.64	140.22	152.98	180.61	117.17	115.94	93.44
PROK2	35.76	20.0	444.55	20.0	20.0	292.65	28.9	40.26	273.4	25.83	27.49	178.98
PROS1	74.93	136.48	51.69	94.24	77.9	41.26	55.66	63.52	26.51	42.44	41.83	23.72
PRRX1	45.98	78.47	22.56	20.0	23.37	20.0	21.41	25.05	20.71	23.99	20.0	20.0
PSMB8	1839.16	1647.96	1662.61	1803.61	2014.29	2130.46	1973.74	1631.78	1738.14	3305.63	2587.76	3076.42
PSMB9	1920.9	1668.43	2315.81	1586.14	1829.56	2586.26	1788.57	2195.39	2001.59	3303.79	3395.77	4371.68
PSME2	1582.02	921.22	1112.79	1900.75	1683.77	1880.34	987.94	1393.81	1308.16	4715.34	3867.9	5446.98
PTAFR	146.45	102.36	82.71	59.44	32.27	171.4	28.9	43.84	34.8	68.27	99.21	72.6
PTGDR	325.26	293.43	167.29	98.59	91.26	158.71	144.5	170.87	89.48	101.48	198.42	35.94
PTGDR2	20.0	20.0	21.62	20.0	34.5	22.22	20.0	25.05	20.0	20.0	20.0	20.0
PTGDS	315.04	174.01	71.43	442.2	90.14	85.7	120.95	63.52	36.45	150.38	65.74	44.56
PTGER2	870.2	1282.88	595.87	874.26	969.31	1618.16	1188.1	1349.08	769.65	2496.52	4643.63	2060.77
