ID_REF	min	0.5%	1%	2.5%	97.5%	99%	99.5%	max	mean	sd	thr	thrNum	pval	Perc -1.00	Perc -0.95	Perc -0.90	Perc -0.85	Perc -0.80	Perc -0.75	Perc -0.70	Perc -0.65	Perc -0.60	Perc -0.55	Perc -0.50	Perc -0.45	Perc -0.40	Perc -0.35	Perc -0.30	Perc -0.25	Perc -0.20	Perc -0.15	Perc -0.10	Perc -0.05	Perc 0.00	Perc 0.05	Perc 0.10	Perc 0.15	Perc 0.20	Perc 0.25	Perc 0.30	Perc 0.35	Perc 0.40	Perc 0.45	Perc 0.50	Perc 0.55	Perc 0.60	Perc 0.65	Perc 0.70	Perc 0.75	Perc 0.80	Perc 0.85	Perc 0.90	Perc 0.95	Perc 1.00	Expr -1.00	Expr -0.95	Expr -0.90	Expr -0.85	Expr -0.80	Expr -0.75	Expr -0.70	Expr -0.65	Expr -0.60	Expr -0.55	Expr -0.50	Expr -0.45	Expr -0.40	Expr -0.35	Expr -0.30	Expr -0.25	Expr -0.20	Expr -0.15	Expr -0.10	Expr -0.05	Expr 0.00	Expr 0.05	Expr 0.10	Expr 0.15	Expr 0.20	Expr 0.25	Expr 0.30	Expr 0.35	Expr 0.40	Expr 0.45	Expr 0.50	Expr 0.55	Expr 0.60	Expr 0.65	Expr 0.70	Expr 0.75	Expr 0.80	Expr 0.85	Expr 0.90	Expr 0.95	Expr 1.00	Abs 1.00	Abs 1.20	Abs 1.40	Abs 1.60	Abs 1.80	Abs 2.00	Abs 2.20	Abs 2.40	Abs 2.60	Abs 2.80	Abs 3.00	Abs 3.20	Abs 3.40	Abs 3.60	Abs 3.80	Abs 4.00	Abs 4.20	Abs 4.40	Abs 4.60	Abs 4.80	Abs 5.00	Abs 5.20	Abs 5.40	Abs 5.60	Abs 5.80	Abs 6.00	Abs 6.20	Abs 6.40	Abs 6.60	Abs 6.80	Abs 7.00	Abs 7.20	Abs 7.40	Abs 7.60	Abs 7.80	Abs 8.00	Abs 8.20	Abs 8.40	Abs 8.60	Abs 8.80	Abs 9.00	Abs 9.20	Abs 9.40	Abs 9.60	Abs 9.80	Abs 10.00	Abs 10.20	Abs 10.40	Abs 10.60	Abs 10.80	Abs 11.00	Abs 11.20	Abs 11.40	Abs 11.60	Abs 11.80	Abs 12.00	Abs 12.20	Abs 12.40	Abs 12.60	Abs 12.80	Abs 13.00	Abs 13.20	Abs 13.40	Abs 13.60	Abs 13.80	Abs 14.00	Abs 14.20	Abs 14.40	Abs 14.60	Abs 14.80	Abs 15.00	Abs 15.20	Abs 15.40	Abs 15.60	Abs 15.80	Abs 16.00
CNOT10	206.29	206.29	206.29	206.29	293.43	293.43	293.43	300.25	260.79	27.8914581254482	254.468035714286	7	0.801699716713881	206.29	206.29	206.29	206.29	206.29	206.29	206.29	222.63	222.63	222.63	222.63	222.63	222.63	222.63	246.23	246.23	246.23	246.23	246.23	246.23	254.47	259.31	259.31	259.31	260.91	260.91	260.91	263.87	263.87	263.87	273.09	273.09	273.09	273.09	292.68	292.68	292.68	293.43	293.43	293.43	300.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC5A	74.6	74.6	74.6	74.6	290.01	290.01	290.01	730.27	209.418181818182	178.961214935638	443.8015	1	0.232294617563739	74.60	74.60	74.60	90.41	90.41	98.01	98.01	109.14	109.14	119.32	119.32	119.32	127.59	127.59	167.00	167.00	245.23	245.23	252.02	252.02	443.80	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	730.27	0	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51	20.0	20.0	20.0	20.0	91.34	91.34	91.34	104.61	43.1536363636364	29.364182657457	57.0264583333333	3	0.209631728045326	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	34.00	34.00	34.00	34.92	34.92	57.03	66.69	66.69	66.69	66.69	66.69	66.69	66.69	66.69	66.69	91.34	91.34	91.34	91.34	91.34	91.34	91.34	91.34	91.34	91.34	104.61	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK11	20.0	20.0	20.0	20.0	75.68	75.68	75.68	109.14	52.6936363636364	26.4509729234114	50.6976666666667	6	0.739376770538244	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	23.55	23.55	23.55	23.55	23.55	36.25	36.25	36.25	36.25	36.25	50.70	54.63	54.63	54.63	59.97	59.97	59.97	59.97	60.96	60.96	60.96	60.96	75.54	75.54	75.54	75.54	75.68	75.68	75.68	75.68	109.14	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FADD	20.0	20.0	20.0	20.0	28.63	28.63	28.63	30.19	23.2154545454545	3.72048961498438	24.935625	3	0.328611898016997	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	21.22	21.22	21.22	23.55	23.55	24.94	27.34	27.34	27.34	27.34	27.34	27.34	27.34	27.34	27.34	28.63	28.63	28.63	28.63	28.63	28.63	28.63	28.63	28.63	28.63	30.19	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR4	1128.34	1128.34	1128.34	1128.34	17054.73	17054.73	17054.73	18785.82	9990.45454545454	6063.92092948474	10470.4168333333	5	0.558073654390935	1128.34	1128.34	1128.34	1128.34	1472.45	1472.45	1472.45	1472.45	2979.38	2979.38	2979.38	2979.38	6561.12	6561.12	6561.12	6561.12	9462.34	9462.34	9462.34	9462.34	10470.42	12272.68	12272.68	12272.68	12272.68	14146.18	14146.18	14146.18	14146.18	14146.18	16490.60	16490.60	16490.60	16490.60	16490.60	17054.73	17054.73	17054.73	17054.73	17054.73	18785.82	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFYC	207.33	207.33	207.33	207.33	386.28	386.28	386.28	406.02	287.100909090909	69.5581698298815	305.103392857143	4	0.281869688385269	207.33	207.33	207.33	207.33	209.79	209.79	209.79	212.56	212.56	212.56	234.39	234.39	234.39	234.39	253.51	253.51	253.51	269.16	269.16	269.16	305.10	337.07	337.07	337.07	337.07	337.07	337.07	355.08	355.08	355.08	355.08	355.08	355.08	355.08	386.28	386.28	386.28	386.28	386.28	386.28	406.02	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6D	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.971671388101983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF9	45.11	45.11	45.11	45.11	371.16	371.16	371.16	424.94	219.397272727273	124.939272819086	251.330714285714	4	0.34985835694051	45.11	45.11	45.11	45.11	66.43	66.43	66.43	126.24	126.24	126.24	134.41	134.41	134.41	134.41	154.19	154.19	154.19	175.54	175.54	175.54	251.33	309.38	309.38	309.38	309.38	309.38	309.38	368.20	368.20	368.20	368.20	368.20	368.20	368.20	371.16	371.16	371.16	371.16	371.16	371.16	424.94	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC_00154.1	4.0	4.0	4.0	4.0	29.0	29.0	29.0	31.0	18.3636363636364	8.31507641983936	19.0166666666667	5	0.603399433427762	4.00	4.00	4.00	4.00	9.00	9.00	9.00	9.00	11.00	11.00	11.00	11.00	14.00	14.00	14.00	14.00	15.00	15.00	15.00	15.00	19.02	20.00	20.00	20.00	20.00	24.00	24.00	24.00	24.00	24.00	27.00	27.00	27.00	27.00	27.00	29.00	29.00	29.00	29.00	29.00	31.00	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
CCL20	20.0	20.0	20.0	20.0	278.37	278.37	278.37	463.77	149.249090909091	135.964873903289	160.092833333333	5	0.518413597733711	20.00	20.00	20.00	20.00	31.02	31.02	31.02	31.02	32.31	32.31	32.31	32.31	45.07	45.07	45.07	45.07	55.64	55.64	55.64	55.64	160.09	198.39	198.39	198.39	198.39	204.81	204.81	204.81	204.81	204.81	251.53	251.53	251.53	251.53	251.53	278.37	278.37	278.37	278.37	278.37	463.77	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR1	88.84	88.84	88.84	88.84	884.83	884.83	884.83	1031.45	386.994545454546	309.868226285234	527.4275	3	0.430594900849858	88.84	88.84	88.84	95.27	95.27	95.27	127.98	127.98	127.98	145.82	145.82	145.82	189.93	189.93	189.93	297.73	297.73	297.73	355.27	355.27	527.43	592.86	592.86	592.86	592.86	592.86	592.86	592.86	592.86	592.86	884.83	884.83	884.83	884.83	884.83	884.83	884.83	884.83	884.83	884.83	1031.45	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP6	23.2	23.2	23.2	23.2	89.49	89.49	89.49	138.65	56.5645454545455	32.8148395930966	78.9277777777778	2	0.743626062322946	23.20	23.20	23.20	26.76	26.76	32.27	32.27	32.27	32.90	32.90	36.68	36.68	36.68	50.15	50.15	50.74	50.74	50.74	69.72	69.72	78.93	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	89.49	138.65	0	0	1	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A10	766.67	766.67	766.67	766.67	1431.07	1431.07	1431.07	1471.6	1066.58090909091	235.517264700278	1127.04517857143	4	0.330028328611898	766.67	766.67	766.67	766.67	829.10	829.10	829.10	844.93	844.93	844.93	872.49	872.49	872.49	872.49	951.68	951.68	951.68	1019.57	1019.57	1019.57	1127.05	1242.98	1242.98	1242.98	1242.98	1242.98	1242.98	1249.34	1249.34	1249.34	1249.34	1249.34	1249.34	1249.34	1431.07	1431.07	1431.07	1431.07	1431.07	1431.07	1471.60	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK3	226.51	226.51	226.51	226.51	668.47	668.47	668.47	799.64	408.274545454545	180.541416621512	490.702291666667	3	0.396600566572238	226.51	226.51	226.51	233.43	233.43	233.43	249.07	249.07	249.07	289.00	289.00	289.00	312.33	312.33	312.33	350.55	350.55	350.55	372.16	372.16	490.70	548.02	548.02	548.02	548.02	548.02	548.02	548.02	548.02	548.02	668.47	668.47	668.47	668.47	668.47	668.47	668.47	668.47	668.47	668.47	799.64	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	24.44	20.4036363636364	1.27641025555889	22.22	1	0.0056657223796034	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	22.22	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	24.44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFIT1	23.49	23.49	23.49	23.49	447.09	447.09	447.09	511.11	132.866363636364	167.464043319629	267.512777777778	2	0.0651558073654391	23.49	23.49	23.49	24.44	24.44	27.82	27.82	27.82	29.00	29.00	32.21	32.21	32.21	60.96	60.96	71.71	71.71	71.71	88.71	88.71	267.51	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	447.09	511.11	0	3	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	192.66	192.66	192.66	192.66	242.25	242.25	242.25	243.67	214.275454545455	18.4559950169617	219.22	4	0.138810198300283	192.66	192.66	192.66	192.66	194.75	194.75	194.75	195.73	195.73	195.73	202.97	202.97	202.97	202.97	205.59	205.59	205.59	207.71	207.71	207.71	219.22	229.02	229.02	229.02	229.02	229.02	229.02	234.46	234.46	234.46	234.46	234.46	234.46	234.46	242.25	242.25	242.25	242.25	242.25	242.25	243.67	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF28	20.0	20.0	20.0	20.0	52.19	52.19	52.19	87.41	38.4072727272727	17.5894359260991	60.4585	1	0.477337110481586	20.00	20.00	20.00	25.88	25.88	27.68	27.68	29.83	29.83	32.11	32.11	32.11	33.39	33.39	34.66	34.66	34.89	34.89	44.44	44.44	60.46	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	87.41	0	0	0	0	1	1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF10	422.79	422.79	422.79	422.79	4197.8	4197.8	4197.8	5161.88	1729.53090909091	1521.18011567846	2447.64104166667	3	0.212464589235127	422.79	422.79	422.79	545.91	545.91	545.91	647.04	647.04	647.04	800.76	800.76	800.76	1062.74	1062.74	1062.74	1082.37	1082.37	1082.37	1134.37	1134.37	2447.64	2722.77	2722.77	2722.77	2722.77	2722.77	2722.77	2722.77	2722.77	2722.77	4197.80	4197.80	4197.80	4197.80	4197.80	4197.80	4197.80	4197.80	4197.80	4197.80	5161.88	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	20.68	20.68	20.68	20.68	73.94	73.94	73.94	88.71	46.6418181818182	20.7931981090766	48.2628333333333	5	0.63314447592068	20.68	20.68	20.68	20.68	24.44	24.44	24.44	24.44	26.71	26.71	26.71	26.71	29.20	29.20	29.20	29.20	37.28	37.28	37.28	37.28	48.26	52.59	52.59	52.59	52.59	56.36	56.36	56.36	56.36	56.36	58.87	58.87	58.87	58.87	58.87	73.94	73.94	73.94	73.94	73.94	88.71	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF6	2733.11	2733.11	2733.11	2733.11	4821.64	4821.64	4821.64	5114.57	3760.94363636364	814.484909110414	3828.19633333333	5	0.334277620396601	2733.11	2733.11	2733.11	2733.11	2814.83	2814.83	2814.83	2814.83	3030.96	3030.96	3030.96	3030.96	3094.89	3094.89	3094.89	3094.89	3426.00	3426.00	3426.00	3426.00	3828.20	4040.00	4040.00	4040.00	4040.00	4105.89	4105.89	4105.89	4105.89	4105.89	4757.78	4757.78	4757.78	4757.78	4757.78	4821.64	4821.64	4821.64	4821.64	4821.64	5114.57	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINE1	20.0	20.0	20.0	20.0	127.6	127.6	127.6	153.68	69.4927272727273	41.1852681276182	87.5189583333333	3	0.611898016997167	20.00	20.00	20.00	20.00	20.00	20.00	28.69	28.69	28.69	46.72	46.72	46.72	62.08	62.08	62.08	63.91	63.91	63.91	64.55	64.55	87.52	100.25	100.25	100.25	100.25	100.25	100.25	100.25	100.25	100.25	127.60	127.60	127.60	127.60	127.60	127.60	127.60	127.60	127.60	127.60	153.68	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER2	595.87	595.87	595.87	595.87	2496.52	2496.52	2496.52	4643.63	1622.56636363636	1096.68438201263	2982.045	1	0.53257790368272	595.87	595.87	595.87	769.65	769.65	874.26	874.26	969.31	969.31	1188.10	1188.10	1188.10	1282.88	1282.88	1349.08	1349.08	1618.16	1618.16	2060.77	2060.77	2982.05	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	4643.63	0	0	1	1	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAS	218.05	218.05	218.05	218.05	617.64	617.64	617.64	625.09	474.293636363636	124.993110375422	385.318333333333	9	0.587818696883853	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	218.05	385.32	420.66	420.66	466.59	466.59	472.36	472.36	472.36	477.72	477.72	515.16	515.16	515.16	541.97	541.97	589.04	589.04	589.04	617.64	617.64	625.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTB	160.72	160.72	160.72	160.72	3254.68	3254.68	3254.68	9030.28	1811.30636363636	2517.03574700759	5059.8445	1	0.321529745042493	160.72	160.72	160.72	259.31	259.31	280.43	280.43	446.55	446.55	552.73	552.73	552.73	780.12	780.12	796.07	796.07	1132.58	1132.58	3230.90	3230.90	5059.84	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	9030.28	0	2	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
