ID_REF	min	0.5%	1%	2.5%	97.5%	99%	99.5%	max	mean	sd	thr	thrNum	pval	Perc -1.00	Perc -0.95	Perc -0.90	Perc -0.85	Perc -0.80	Perc -0.75	Perc -0.70	Perc -0.65	Perc -0.60	Perc -0.55	Perc -0.50	Perc -0.45	Perc -0.40	Perc -0.35	Perc -0.30	Perc -0.25	Perc -0.20	Perc -0.15	Perc -0.10	Perc -0.05	Perc 0.00	Perc 0.05	Perc 0.10	Perc 0.15	Perc 0.20	Perc 0.25	Perc 0.30	Perc 0.35	Perc 0.40	Perc 0.45	Perc 0.50	Perc 0.55	Perc 0.60	Perc 0.65	Perc 0.70	Perc 0.75	Perc 0.80	Perc 0.85	Perc 0.90	Perc 0.95	Perc 1.00	Expr -1.00	Expr -0.95	Expr -0.90	Expr -0.85	Expr -0.80	Expr -0.75	Expr -0.70	Expr -0.65	Expr -0.60	Expr -0.55	Expr -0.50	Expr -0.45	Expr -0.40	Expr -0.35	Expr -0.30	Expr -0.25	Expr -0.20	Expr -0.15	Expr -0.10	Expr -0.05	Expr 0.00	Expr 0.05	Expr 0.10	Expr 0.15	Expr 0.20	Expr 0.25	Expr 0.30	Expr 0.35	Expr 0.40	Expr 0.45	Expr 0.50	Expr 0.55	Expr 0.60	Expr 0.65	Expr 0.70	Expr 0.75	Expr 0.80	Expr 0.85	Expr 0.90	Expr 0.95	Expr 1.00	Abs 1.00	Abs 1.20	Abs 1.40	Abs 1.60	Abs 1.80	Abs 2.00	Abs 2.20	Abs 2.40	Abs 2.60	Abs 2.80	Abs 3.00	Abs 3.20	Abs 3.40	Abs 3.60	Abs 3.80	Abs 4.00	Abs 4.20	Abs 4.40	Abs 4.60	Abs 4.80	Abs 5.00	Abs 5.20	Abs 5.40	Abs 5.60	Abs 5.80	Abs 6.00	Abs 6.20	Abs 6.40	Abs 6.60	Abs 6.80	Abs 7.00	Abs 7.20	Abs 7.40	Abs 7.60	Abs 7.80	Abs 8.00	Abs 8.20	Abs 8.40	Abs 8.60	Abs 8.80	Abs 9.00	Abs 9.20	Abs 9.40	Abs 9.60	Abs 9.80	Abs 10.00	Abs 10.20	Abs 10.40	Abs 10.60	Abs 10.80	Abs 11.00	Abs 11.20	Abs 11.40	Abs 11.60	Abs 11.80	Abs 12.00	Abs 12.20	Abs 12.40	Abs 12.60	Abs 12.80	Abs 13.00	Abs 13.20	Abs 13.40	Abs 13.60	Abs 13.80	Abs 14.00	Abs 14.20	Abs 14.40	Abs 14.60	Abs 14.80	Abs 15.00	Abs 15.20	Abs 15.40	Abs 15.60	Abs 15.80	Abs 16.00
CCL8	20.0	20.0	20.0	20.0	310.43	310.43	310.43	546.24	139.895454545455	157.306992756991	252.066388888889	2	0.577903682719547	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	26.76	26.76	43.50	43.50	43.50	55.47	55.47	117.88	117.88	117.88	177.14	177.14	252.07	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	310.43	546.24	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR8	21.54	21.54	21.54	21.54	83.16	83.16	83.16	85.3	52.89	20.890217806428	58.3135714285714	4	0.252124645892351	21.54	21.54	21.54	21.54	33.06	33.06	33.06	33.18	33.18	33.18	37.70	37.70	37.70	37.70	44.51	44.51	44.51	48.90	48.90	48.90	58.31	71.43	71.43	71.43	71.43	71.43	71.43	72.91	72.91	72.91	72.91	72.91	72.91	72.91	83.16	83.16	83.16	83.16	83.16	83.16	85.30	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F6	44.56	44.56	44.56	44.56	85.3	85.3	85.3	87.67	67.5163636363636	13.7549913404865	66.4601666666667	6	0.692634560906516	44.56	44.56	44.56	44.56	44.56	52.19	52.19	52.19	52.19	52.19	52.59	52.59	52.59	52.59	52.59	60.96	60.96	60.96	60.96	60.96	66.46	68.56	68.56	68.56	69.00	69.00	69.00	69.00	73.85	73.85	73.85	73.85	84.09	84.09	84.09	84.09	85.30	85.30	85.30	85.30	87.67	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP1B1	160.55	160.55	160.55	160.55	559.22	559.22	559.22	696.03	418.831818181818	140.943241111009	386.2675	7	0.76628895184136	160.55	160.55	160.55	160.55	160.55	160.55	160.55	265.35	265.35	265.35	265.35	265.35	265.35	265.35	284.49	284.49	284.49	284.49	284.49	284.49	386.27	424.81	424.81	424.81	441.00	441.00	441.00	461.51	461.51	461.51	465.23	465.23	465.23	465.23	491.89	491.89	491.89	559.22	559.22	559.22	696.03	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.876770538243626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	405.08	405.08	405.08	405.08	827.64	827.64	827.64	920.66	608.266363636364	167.762280638285	652.062321428571	4	0.229461756373938	405.08	405.08	405.08	405.08	436.73	436.73	436.73	462.22	462.22	462.22	523.35	523.35	523.35	523.35	528.31	528.31	528.31	534.78	534.78	534.78	652.06	685.61	685.61	685.61	685.61	685.61	685.61	816.68	816.68	816.68	816.68	816.68	816.68	816.68	827.64	827.64	827.64	827.64	827.64	827.64	920.66	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB	734.97	734.97	734.97	734.97	2028.76	2028.76	2028.76	2538.96	1465.99909090909	554.794171652131	1510.02416666667	5	0.541076487252125	734.97	734.97	734.97	734.97	774.51	774.51	774.51	774.51	868.06	868.06	868.06	868.06	1139.15	1139.15	1139.15	1139.15	1180.89	1180.89	1180.89	1180.89	1510.02	1725.97	1725.97	1725.97	1725.97	1755.77	1755.77	1755.77	1755.77	1755.77	1922.04	1922.04	1922.04	1922.04	1922.04	2028.76	2028.76	2028.76	2028.76	2028.76	2538.96	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF1	42.29	42.29	42.29	42.29	411.17	411.17	411.17	474.4	207.163636363636	143.050438547371	218.894833333333	5	0.372521246458924	42.29	42.29	42.29	42.29	63.43	63.43	63.43	63.43	83.16	83.16	83.16	83.16	86.99	86.99	86.99	86.99	102.88	102.88	102.88	102.88	218.89	238.69	238.69	238.69	238.69	299.91	299.91	299.91	299.91	299.91	315.52	315.52	315.52	315.52	315.52	411.17	411.17	411.17	411.17	411.17	474.40	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDA2	20.0	20.0	20.0	20.0	29.88	29.88	29.88	32.11	24.2409090909091	4.51599874093198	25.4482142857143	4	0.143059490084986	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.58	20.58	20.58	22.85	22.85	22.85	25.45	27.68	27.68	27.68	27.68	27.68	27.68	29.83	29.83	29.83	29.83	29.83	29.83	29.83	29.88	29.88	29.88	29.88	29.88	29.88	32.11	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS1	136.48	136.48	136.48	136.48	901.45	901.45	901.45	1527.4	653.096363636364	368.775569597867	1046.533	1	0.856940509915014	136.48	136.48	136.48	152.26	152.26	400.79	400.79	528.64	528.64	535.50	535.50	535.50	693.26	693.26	714.78	714.78	717.80	717.80	875.70	875.70	1046.53	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	1527.40	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD276	20.0	20.0	20.0	20.0	71.65	71.65	71.65	82.53	37.5381818181818	19.582809167125	52.9194444444444	2	0.111898016997167	20.00	20.00	20.00	20.00	20.00	24.44	24.44	24.44	28.03	28.03	30.05	30.05	30.05	31.08	31.08	31.37	31.37	31.37	34.00	34.00	52.92	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	71.65	82.53	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CX3CL1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.878186968838527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.879603399433428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCER2	20.0	20.0	20.0	20.0	37.57	37.57	37.57	38.72	26.9545454545455	6.69895699294961	28.6571428571429	4	0.388101983002833	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	21.56	21.56	21.56	21.56	22.56	22.56	22.56	25.10	25.10	25.10	28.66	31.00	31.00	31.00	31.00	31.00	31.00	32.31	32.31	32.31	32.31	32.31	32.31	32.31	37.57	37.57	37.57	37.57	37.57	37.57	38.72	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF6	477.9	477.9	477.9	477.9	679.52	679.52	679.52	758.88	581.658181818182	87.0429205327811	604.095357142857	4	0.304532577903683	477.90	477.90	477.90	477.90	490.78	490.78	490.78	504.56	504.56	504.56	515.47	515.47	515.47	515.47	541.46	541.46	541.46	559.64	559.64	559.64	604.10	642.90	642.90	642.90	642.90	642.90	642.90	664.16	664.16	664.16	664.16	664.16	664.16	664.16	679.52	679.52	679.52	679.52	679.52	679.52	758.88	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL13	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.881019830028329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YES1	654.14	654.14	654.14	654.14	1993.71	1993.71	1993.71	2638.43	1185.56454545455	606.977703999139	1461.000625	3	0.423512747875354	654.14	654.14	654.14	694.49	694.49	694.49	748.26	748.26	748.26	760.09	760.09	760.09	818.86	818.86	818.86	890.14	890.14	890.14	1038.08	1038.08	1461.00	1568.74	1568.74	1568.74	1568.74	1568.74	1568.74	1568.74	1568.74	1568.74	1993.71	1993.71	1993.71	1993.71	1993.71	1993.71	1993.71	1993.71	1993.71	1993.71	2638.43	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL10	20.0	20.0	20.0	20.0	57.2	57.2	57.2	103.99	32.0209090909091	25.0670172481492	50.9108333333333	2	0.276203966005666	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	24.44	24.44	50.91	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	57.20	103.99	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP4	31.02	31.02	31.02	31.02	302.61	302.61	302.61	504.4	174.914545454545	140.139991136372	164.356333333333	6	0.747875354107649	31.02	31.02	31.02	31.02	31.02	37.45	37.45	37.45	37.45	37.45	44.74	44.74	44.74	44.74	44.74	55.09	55.09	55.09	55.09	55.09	164.36	196.23	196.23	196.23	211.45	211.45	211.45	211.45	211.54	211.54	211.54	211.54	256.75	256.75	256.75	256.75	302.61	302.61	302.61	302.61	504.40	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR4	20.0	20.0	20.0	20.0	56.39	56.39	56.39	68.24	29.1045454545455	16.0279661067979	42.0197222222222	2	0.0594900849858357	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	23.26	23.26	23.26	25.60	25.60	42.02	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	56.39	68.24	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD244	127.82	127.82	127.82	127.82	258.54	258.54	258.54	290.0	194.089090909091	54.4735063969041	198.453333333333	5	0.495750708215297	127.82	127.82	127.82	127.82	130.08	130.08	130.08	130.08	135.85	135.85	135.85	135.85	143.43	143.43	143.43	143.43	181.40	181.40	181.40	181.40	198.45	210.23	210.23	210.23	210.23	218.36	218.36	218.36	218.36	218.36	255.17	255.17	255.17	255.17	255.17	258.54	258.54	258.54	258.54	258.54	290.00	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC_00041.1	8.0	8.0	8.0	8.0	21.0	21.0	21.0	22.0	15	4.32750190378615	16.0714285714286	4	0.521246458923513	8.00	8.00	8.00	8.00	10.00	10.00	10.00	11.00	11.00	11.00	13.00	13.00	13.00	13.00	14.00	14.00	14.00	14.00	14.00	14.00	16.07	18.00	18.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	21.00	21.00	21.00	21.00	21.00	21.00	22.00	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
EN1	20.0	20.0	20.0	20.0	34.89	34.89	34.89	37.7	24.6372727272727	6.52474463576802	26.37625	4	0.154390934844193	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	26.38	28.90	28.90	28.90	28.90	28.90	28.90	29.52	29.52	29.52	29.52	29.52	29.52	29.52	34.89	34.89	34.89	34.89	34.89	34.89	37.70	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.882436260623229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL17	20.0	20.0	20.0	20.0	27.68	27.68	27.68	35.86	22.1518181818182	4.85803330611327	25.8922222222222	2	0.178470254957507	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	25.89	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	27.68	35.86	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZK1IP1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	22.48	20.2254545454545	0.712949872474307	21.24	1	0.0084985835694051	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	21.24	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	22.48	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL1	20.0	20.0	20.0	20.0	2460.42	2460.42	2460.42	2532.78	917.685454545455	1050.13507009478	1210.50517857143	4	0.0453257790368272	20.00	20.00	20.00	20.00	20.00	20.00	20.00	22.60	22.60	22.60	67.40	67.40	67.40	67.40	101.00	101.00	101.00	207.55	207.55	207.55	1210.51	1992.79	1992.79	1992.79	1992.79	1992.79	1992.79	2150.72	2150.72	2150.72	2150.72	2150.72	2150.72	2150.72	2460.42	2460.42	2460.42	2460.42	2460.42	2460.42	2532.78	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
